,Time,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,angular_velocity.x,angular_velocity.y,angular_velocity.z,Load_1,Load_2,Load_3,Load_4,AngVel_1,AngVel_2,AngVel_3,AngVel_4,Power_1,Power_2,Power_3,Power_4,mean_power_left,mean_power_right
0,0.0,-0.1294693648815155,-0.0964162573218345,-0.5527653200970182,-0.0197541043162345,0.076656274497509,0.3804236948490143,0.0,0.061999998092651366,0.14600000381469727,0.0,0.3836931884288788,4.892087936401367,4.964030742645264,0.5035973191261292,0.0,0.30330944272596755,0.724748507362483,0.0,0.0,0.5140289750442253
1,0.0013098716735839844,-0.1294693648815155,-0.0964162573218345,-0.5527653200970182,-0.0197541043162345,0.076656274497509,0.3804236948490143,0.0,0.061999998092651366,0.14600000381469727,0.0,0.3836931884288788,4.892087936401367,4.964030742645264,0.5035973191261292,0.0,0.30330944272596755,0.724748507362483,0.0,0.0,0.5140289750442253
2,0.0037789344787597656,-0.1670161783695221,-0.331583172082901,0.19704680606264802,0.0052427910268306,0.0770970061421394,0.3847838640213012,0.0,0.061999998092651366,0.14600000381469727,0.0,0.3836931884288788,4.892087936401367,4.964030742645264,0.5035973191261292,0.0,0.30330944272596755,0.724748507362483,0.0,0.0,0.5140289750442253
3,0.007456064224243164,-0.2685332298278808,-0.4897321462631225,0.7133451001300326,0.0501638613641262,0.0445602796971798,0.4018236994743347,0.0,0.061999998092651366,0.14600000381469727,0.0,0.3836931884288788,4.892087936401367,4.964030742645264,0.5035973191261292,0.0,0.30330944272596755,0.724748507362483,0.0,0.0,0.5140289750442253
4,0.011851072311401367,-0.2046118974685669,-0.1211683824658394,1.1560473935260287,0.0812250003218651,-0.0155627839267253,0.4088816940784455,0.0,0.061999998092651366,0.14600000381469727,0.0,0.3836931884288788,4.892087936401367,4.964030742645264,0.5035973191261292,0.0,0.30330944272596755,0.724748507362483,0.0,0.0,0.5140289750442253
5,0.01670527458190918,-0.122738778591156,0.3342518210411072,0.8431439892901871,0.0610901489853858,-0.071011908352375,0.4195632040500641,0.0,0.061999998092651366,0.14600000381469727,0.0,0.3836931884288788,4.892087936401367,4.964030742645264,0.5035973191261292,0.0,0.30330944272596755,0.724748507362483,0.0,0.0,0.5140289750442253
6,0.03088212013244629,-0.122738778591156,0.3342518210411072,0.8431439892901871,0.0610901489853858,-0.071011908352375,0.4195632040500641,0.0,0.061999998092651366,0.14600000381469727,0.0,0.3836931884288788,4.892087936401367,4.964030742645264,0.5035973191261292,0.0,0.30330944272596755,0.724748507362483,0.0,0.0,0.5140289750442253
7,0.04268813133239746,0.0631397292017936,0.813550591468811,-0.11903233364682464,0.0127906100824475,-0.0908301025629043,0.4288839399814606,0.0,0.061999998092651366,0.14600000381469727,0.0,0.3836931884288788,4.892087936401367,4.964030742645264,0.5035973191261292,0.0,0.30330944272596755,0.724748507362483,0.0,0.0,0.5140289750442253
8,0.04408693313598633,0.199075162410736,1.0953564643859863,-0.8133329851971176,-0.0153660895302891,-0.0639815405011177,0.4299481511116028,0.0,0.061999998092651366,0.14600000381469727,0.0,0.3836931884288788,4.892087936401367,4.964030742645264,0.5035973191261292,0.0,0.30330944272596755,0.724748507362483,0.0,0.0,0.5140289750442253
9,0.04558563232421875,0.2000963538885116,0.721723198890686,-1.265362213407565,-0.0316243842244148,0.0130890039727091,0.4262765049934387,0.0,0.061999998092651366,0.14600000381469727,0.0,0.3836931884288788,4.892087936401367,4.964030742645264,0.5035973191261292,0.0,0.30330944272596755,0.724748507362483,0.0,0.0,0.5140289750442253
10,0.046774864196777344,0.2000963538885116,0.721723198890686,-1.265362213407565,-0.0316243842244148,0.0130890039727091,0.4262765049934387,0.0,0.061999998092651366,0.14600000381469727,0.0,0.5035973191261292,4.940049648284912,5.035973072052002,0.5275781154632568,0.0,0.3062830687712676,0.735252087730305,0.0,0.0,0.5207675782507863
11,0.0481870174407959,0.0914820656180381,0.3383792042732239,-0.847518394743016,-0.028743989765644,0.0686964616179466,0.4247768223285675,0.0,0.061999998092651366,0.14600000381469727,0.0,0.5035973191261292,4.940049648284912,5.035973072052002,0.5275781154632568,0.0,0.3062830687712676,0.735252087730305,0.0,0.0,0.5207675782507863
