,Time,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,angular_velocity.x,angular_velocity.y,angular_velocity.z,Load_1,Load_2,Load_3,Load_4,Load_5,Load_6,AngVel_1,AngVel_2,AngVel_3,AngVel_4,AngVel_5,AngVel_6,Power_1,Power_2,Power_3,Power_4,Power_5,Power_6,mean_power_left,mean_power_right
0,0.0,-1.6256725788116455,1.4463993310928347,1.674008775094169,0.0067284377291798,0.0728278011083602,0.4231901466846466,0.0,0.0020000000298023225,0.00699999988079071,0.11800000190734863,0.01600000023841858,0.006000000238418579,0.575539767742157,4.868107318878174,0.8393288254737854,4.628299236297607,1.4628303050994873,3.2374112606048584,0.0,0.009736214782837252,0.005875301678260705,0.5461393187108979,0.02340528523035772,0.019424468335488144,0.27306965935544897,0.007805758230548979
1,0.002482175827026367,-1.9354865550994875,1.6052756309509275,1.1209034207850852,-0.0045310743153095,-0.1143966987729072,0.4774059057235718,0.0,0.0020000000298023225,0.00699999988079071,0.11800000190734863,0.01600000023841858,0.006000000238418579,0.575539767742157,4.868107318878174,0.8393288254737854,4.628299236297607,1.4628303050994873,3.2374112606048584,0.0,0.009736214782837252,0.005875301678260705,0.5461393187108979,0.02340528523035772,0.019424468335488144,0.27306965935544897,0.007805758230548979
2,0.004529237747192383,-0.3513199388980866,1.2189650535583496,-0.7185464617222372,0.0031268254388123,-0.1135439723730087,0.4783599376678467,0.0,0.0020000000298023225,0.00699999988079071,0.11800000190734863,0.01600000023841858,0.006000000238418579,0.575539767742157,4.868107318878174,0.8393288254737854,4.628299236297607,1.4628303050994873,3.2374112606048584,0.0,0.009736214782837252,0.005875301678260705,0.5461393187108979,0.02340528523035772,0.019424468335488144,0.27306965935544897,0.007805758230548979
3,0.006605863571166992,0.430752158164978,-0.0875963568687439,0.0018219235927023902,0.0443080775439739,-0.1202945709228515,0.4059599339962006,0.0,0.0020000000298023225,0.00699999988079071,0.11800000190734863,0.01600000023841858,0.006000000238418579,0.575539767742157,4.868107318878174,0.8393288254737854,4.628299236297607,1.4628303050994873,3.2374112606048584,0.0,0.009736214782837252,0.005875301678260705,0.5461393187108979,0.02340528523035772,0.019424468335488144,0.27306965935544897,0.007805758230548979
4,0.008047342300415039,1.5870066881179812,0.5661604404449463,-1.1854873415440164,-0.0319663509726524,-0.0599496290087699,0.3005179464817047,0.0,0.0020000000298023225,0.00699999988079071,0.11800000190734863,0.01600000023841858,0.006000000238418579,0.575539767742157,4.868107318878174,0.8393288254737854,4.628299236297607,1.4628303050994873,3.2374112606048584,0.0,0.009736214782837252,0.005875301678260705,0.5461393187108979,0.02340528523035772,0.019424468335488144,0.27306965935544897,0.007805758230548979
5,0.015299081802368164,1.5870066881179812,0.5661604404449463,-1.1854873415440164,-0.0319663509726524,-0.0599496290087699,0.3005179464817047,0.0,0.0020000000298023225,0.00699999988079071,0.11800000190734863,0.01600000023841858,0.006000000238418579,0.575539767742157,4.868107318878174,0.8393288254737854,4.628299236297607,1.4628303050994873,3.2374112606048584,0.0,0.009736214782837252,0.005875301678260705,0.5461393187108979,0.02340528523035772,0.019424468335488144,0.27306965935544897,0.007805758230548979
6,0.0313725471496582,1.5870066881179812,0.5661604404449463,-1.1854873415440164,-0.0319663509726524,-0.0599496290087699,0.3005179464817047,0.0,0.0020000000298023225,0.00699999988079071,0.11800000190734863,0.01600000023841858,0.006000000238418579,0.575539767742157,4.868107318878174,0.8393288254737854,4.628299236297607,1.4628303050994873,3.2374112606048584,0.0,0.009736214782837252,0.005875301678260705,0.5461393187108979,0.02340528523035772,0.019424468335488144,0.27306965935544897,0.007805758230548979
7,0.047423601150512695,1.5870066881179812,0.5661604404449463,-1.1854873415440164,-0.0319663509726524,-0.0599496290087699,0.3005179464817047,0.0,0.0020000000298023225,0.00699999988079071,0.11800000190734863,0.01600000023841858,0.006000000238418579,0.6474822163581848,4.3165483474731445,0.5035973191261292,4.556356430053711,1.5587536096572876,3.549161911010742,0.0,0.008633096823589455,0.0035251811738494254,0.5376500674368981,0.024940058126152423,0.021294972312250592,0.26882503371844907,0.00607913899871944
8,0.05820155143737793,1.7822986841201784,-0.3350875675678254,0.5576881650477805,-0.026128077879548,-0.0689957588911056,0.3011710345745087,0.0,0.0020000000298023225,0.00699999988079071,0.11800000190734863,0.01600000023841858,0.006000000238418579,0.6474822163581848,4.3165483474731445,0.5035973191261292,4.556356430053711,1.5587536096572876,3.549161911010742,0.0,0.008633096823589455,0.0035251811738494254,0.5376500674368981,0.024940058126152423,0.021294972312250592,0.26882503371844907,0.00607913899871944
9,0.061058759689331055,2.066709041595459,0.340572327375412,-1.7965036150425497,0.0696273893117904,-0.0035997501108795,0.3811039626598358,0.0,0.0020000000298023225,0.00699999988079071,0.11800000190734863,0.01600000023841858,0.006000000238418579,0.6474822163581848,4.3165483474731445,0.5035973191261292,4.556356430053711,1.5587536096572876,3.549161911010742,0.0,0.008633096823589455,0.0035251811738494254,0.5376500674368981,0.024940058126152423,0.021294972312250592,0.26882503371844907,0.00607913899871944
